state,record_month,record_year,daily_time,temp_2m_avg,relative_humidity_2m_avg,rain_sum,snowfall_sum
HI,March,2018,2018-03-16 00:00:00,61.738712,76.32258,3.537,0.0
HI,March,2019,2019-03-16 00:00:00,60.0,71.03226,0.607,0.0
HI,March,2020,2020-03-16 00:00:00,62.0,70.51613,2.721,0.0
HI,May,2017,2017-05-16 00:00:00,63.751614,77.16129,4.037,0.0
HI,May,2018,2018-05-16 00:00:00,65.37742,79.58064,4.438,0.0
HI,May,2019,2019-05-16 00:00:00,64.16774,78.67742,5.737,0.0
HI,May,2020,2020-05-16 00:00:00,64.16129,74.48387,2.341,0.0
HI,November,2017,2017-11-15 12:00:00,62.88,74.2,4.948,0.0
HI,November,2018,2018-11-15 12:00:00,64.20333,74.2,3.185,0.0
HI,November,2019,2019-11-15 12:00:00,65.35667,74.96667,4.801,0.0
HI,November,2020,2020-11-15 12:00:00,64.67,77.46667,3.227,0.0
HI,October,2017,2017-10-16 00:00:00,66.54516,75.0,4.688,0.0
HI,October,2018,2018-10-16 00:00:00,66.63871,79.16129,5.742,0.0
HI,October,2019,2019-10-16 00:00:00,66.396774,75.51613,3.547,0.0
HI,October,2020,2020-10-16 00:00:00,66.08388,74.41936,6.797,0.0
HI,September,2017,2017-09-15 12:00:00,66.32,76.333336,2.414,0.0
HI,September,2018,2018-09-15 12:00:00,67.986664,77.9,9.976,0.0
HI,September,2019,2019-09-15 12:00:00,68.42667,79.166664,8.567,0.0
HI,September,2020,2020-09-15 12:00:00,66.05666,77.1,3.933,0.0
IA,April,2017,2017-04-15 12:00:00,53.05,67.76667,3.582,0.0
IA,April,2018,2018-04-15 12:00:00,40.783333,60.9,2.429,6.146
IA,April,2019,2019-04-15 12:00:00,50.363335,66.5,3.427,0.633
IA,April,2020,2020-04-15 12:00:00,47.836666,63.0,1.5189999,2.755
IA,August,2017,2017-08-16 00:00:00,70.17419,68.90323,2.2450001,0.0
IA,August,2018,2018-08-16 00:00:00,74.0871,73.354836,5.577,0.0
IA,August,2019,2019-08-16 00:00:00,71.83871,71.22581,4.303,0.0
IA,August,2020,2020-08-16 00:00:00,73.75162,66.645164,1.0059999,0.0
IA,December,2017,2017-12-16 00:00:00,26.096775,60.64516,0.185,3.83
IA,December,2018,2018-12-16 00:00:00,30.26129,75.09677,2.233,3.032
IA,December,2019,2019-12-16 00:00:00,31.112904,71.41936,0.90099996,1.544
IA,December,2020,2020-12-16 00:00:00,26.748388,73.354836,0.429,8.434
IA,February,2017,2017-02-14 12:00:00,36.560715,63.07143,1.177,2.756
IA,February,2018,2018-02-14 12:00:00,21.832142,70.32143,0.764,8.902
IA,February,2019,2019-02-14 12:00:00,16.803572,78.0,0.82699996,14.635
IA,February,2020,2020-02-15 00:00:00,24.77931,71.75862,0.25599998,1.571
IA,January,2017,2017-01-16 00:00:00,26.483871,68.29032,1.742,3.916
IA,January,2018,2018-01-16 00:00:00,19.996775,68.548386,0.992,2.647
IA,January,2019,2019-01-16 00:00:00,17.67742,74.03226,0.27499998,11.8220005
IA,January,2020,2020-01-16 00:00:00,23.703226,79.548386,0.179,13.616
IA,July,2017,2017-07-16 00:00:00,76.02581,73.16129,4.035,0.0
IA,July,2018,2018-07-16 00:00:00,74.048386,73.51613,1.778,0.0
IA,July,2019,2019-07-16 00:00:00,76.79032,71.3871,2.611,0.0
IA,July,2020,2020-07-16 00:00:00,76.380646,74.77419,4.2469997,0.0
IA,June,2017,2017-06-15 12:00:00,72.253334,63.566666,2.614,0.0
IA,June,2018,2018-06-15 12:00:00,74.276665,73.53333,6.3389997,0.0
IA,June,2019,2019-06-15 12:00:00,70.04666,72.666664,4.847,0.0
IA,June,2020,2020-06-15 12:00:00,72.93,70.23333,5.675,0.0
IA,March,2017,2017-03-16 00:00:00,39.322582,60.129032,1.898,2.645
IA,March,2018,2018-03-16 00:00:00,35.822582,64.80645,1.858,7.248
IA,March,2019,2019-03-16 00:00:00,31.680645,73.645164,1.776,0.828
IA,March,2020,2020-03-16 00:00:00,42.103226,69.22581,3.327,2.15
IA,May,2017,2017-05-16 00:00:00,60.025806,66.70968,3.39,0.0
IA,May,2018,2018-05-16 00:00:00,67.70645,72.451614,4.995,0.0
IA,May,2019,2019-05-16 00:00:00,58.351612,74.58064,8.81,0.0
IA,May,2020,2020-05-16 00:00:00,59.087093,67.48387,4.222,0.0
IA,November,2017,2017-11-15 12:00:00,38.963333,66.13333,0.466,0.028
IA,November,2018,2018-11-15 12:00:00,31.726665,68.76667,2.047,2.7830002
IA,November,2019,2019-11-15 12:00:00,33.336666,72.2,1.517,3.417
IA,November,2020,2020-11-15 12:00:00,43.163334,70.0,1.931,0.634
IA,October,2017,2017-10-16 00:00:00,54.867744,66.96774,6.632,0.0
IA,October,2018,2018-10-16 00:00:00,50.087093,71.90323,5.418,0.083000004
IA,October,2019,2019-10-16 00:00:00,48.28387,68.51613,7.626,1.79
IA,October,2020,2020-10-16 00:00:00,48.70645,60.35484,2.7680001,2.0379999
IA,September,2017,2017-09-15 12:00:00,69.92667,62.2,0.804,0.0
IA,September,2018,2018-09-15 12:00:00,66.53333,76.7,7.966,0.0
IA,September,2019,2019-09-15 12:00:00,71.329994,75.066666,6.06,0.0
IA,September,2020,2020-09-15 12:00:00,63.62,68.96667,3.247,0.0
ID,April,2017,2017-04-15 12:00:00,26.380001,69.26667,0.315,26.538
ID,April,2018,2018-04-15 12:00:00,28.82,69.03333,0.206,22.212
ID,April,2019,2019-04-15 12:00:00,29.863333,74.76667,0.28,28.552
ID,April,2020,2020-04-15 12:00:00,27.176666,65.2,0.14999999,13.313
ID,August,2017,2017-08-16 00:00:00,56.677418,44.51613,0.86,0.0
ID,August,2018,2018-08-16 00:00:00,55.54194,40.935482,0.608,0.689
ID,August,2019,2019-08-16 00:00:00,55.3129,49.064518,0.523,0.0
ID,August,2020,2020-08-16 00:00:00,57.480644,44.258064,0.167,0.551
ID,December,2017,2017-12-16 00:00:00,17.341934,65.41936,0.016,19.403
ID,December,2018,2018-12-16 00:00:00,13.951612,73.80645,0.020000001,18.822
ID,December,2019,2019-12-16 00:00:00,16.003225,76.48387,0.008,16.841
ID,December,2020,2020-12-16 00:00:00,16.4,70.22581,0.008,14.771
ID,February,2017,2017-02-14 12:00:00,20.489286,76.10714,0.079,63.195
ID,February,2018,2018-02-14 12:00:00,14.214286,75.21429,0.012,19.07
ID,February,2019,2019-02-14 12:00:00,14.092857,77.96429,0.016,53.3
ID,February,2020,2020-02-15 00:00:00,15.303448,69.51724,0.020000001,16.868
ID,January,2017,2017-01-16 00:00:00,11.951612,66.870964,0.016,30.37
ID,January,2018,2018-01-16 00:00:00,20.554838,74.064514,0.016,23.038
ID,January,2019,2019-01-16 00:00:00,17.612904,72.548386,0.008,19.539
ID,January,2020,2020-01-16 00:00:00,17.387096,80.3871,0.020000001,32.465
ID,July,2017,2017-07-16 00:00:00,59.093548,42.83871,0.70500004,0.0
ID,July,2018,2018-07-16 00:00:00,59.30645,37.51613,0.048,0.0
ID,July,2019,2019-07-16 00:00:00,54.725807,49.903225,0.548,0.0
ID,July,2020,2020-07-16 00:00:00,54.07742,49.129032,0.644,0.0
ID,June,2017,2017-06-15 12:00:00,44.719997,61.4,1.311,7.221
ID,June,2018,2018-06-15 12:00:00,44.683334,61.1,1.249,2.094
ID,June,2019,2019-06-15 12:00:00,41.966667,61.2,0.437,4.135
ID,June,2020,2020-06-15 12:00:00,42.343334,65.86667,0.96500003,14.744
ID,March,2017,2017-03-16 00:00:00,27.087097,73.09677,0.375,35.165
ID,March,2018,2018-03-16 00:00:00,20.193548,71.09677,0.036000002,26.239
ID,March,2019,2019-03-16 00:00:00,19.580645,68.16129,0.008,9.371
ID,March,2020,2020-03-16 00:00:00,22.054838,71.16129,0.016,19.098999
ID,May,2017,2017-05-16 00:00:00,37.048386,63.51613,0.976,10.224
ID,May,2018,2018-05-16 00:00:00,39.051613,70.0,0.981,7.937
ID,May,2019,2019-05-16 00:00:00,35.703228,68.741936,0.735,13.007999
ID,May,2020,2020-05-16 00:00:00,36.503223,65.0,0.338,10.335
ID,November,2017,2017-11-15 12:00:00,24.07,73.566666,0.487,35.36
ID,November,2018,2018-11-15 12:00:00,19.786665,71.2,0.036000002,15.242
ID,November,2019,2019-11-15 12:00:00,22.05,69.03333,0.004,4.961
ID,November,2020,2020-11-15 12:00:00,21.58,66.0,0.024,25.685
ID,October,2017,2017-10-16 00:00:00,27.78387,67.96774,0.068,15.185
ID,October,2018,2018-10-16 00:00:00,32.080647,70.935486,0.77900004,8.325
ID,October,2019,2019-10-16 00:00:00,22.12258,65.96774,0.0,13.696
ID,October,2020,2020-10-16 00:00:00,35.703228,58.0,0.732,7.359
ID,September,2017,2017-09-15 12:00:00,43.493336,61.833332,1.121,14.47
ID,September,2018,2018-09-15 12:00:00,46.326668,43.166668,0.374,1.24
ID,September,2019,2019-09-15 12:00:00,44.010002,62.866665,1.519,7.221
ID,September,2020,2020-09-15 12:00:00,49.186665,47.666668,1.083,0.44099998
IL,April,2017,2017-04-15 12:00:00,56.253334,67.7,5.539,0.0
IL,April,2018,2018-04-15 12:00:00,43.986668,63.566666,1.112,2.4520001
IL,April,2019,2019-04-15 12:00:00,51.243336,69.23333,4.646,4.024
IL,April,2020,2020-04-15 12:00:00,48.68,67.0,4.262,2.949
IL,August,2017,2017-08-16 00:00:00,70.8871,70.80645,3.141,0.0
IL,August,2018,2018-08-16 00:00:00,74.854836,75.32258,2.989,0.0
IL,August,2019,2019-08-16 00:00:00,73.048386,70.6129,2.495,0.0
IL,August,2020,2020-08-16 00:00:00,73.94516,66.96774,0.898,0.0
IL,December,2017,2017-12-16 00:00:00,28.058064,65.48387,0.241,4.079
IL,December,2018,2018-12-16 00:00:00,33.325806,77.70968,4.226,0.827
IL,December,2019,2019-12-16 00:00:00,34.987095,74.48387,1.469,2.536
IL,December,2020,2020-12-16 00:00:00,32.045162,70.935486,1.606,0.387
IL,February,2017,2017-02-14 12:00:00,40.50357,65.57143,1.681,1.571
IL,February,2018,2018-02-14 12:00:00,29.992857,73.07143,4.072,6.779
IL,February,2019,2019-02-14 12:00:00,28.032145,69.42857,2.079,5.182
IL,February,2020,2020-02-15 00:00:00,30.289656,68.27586,0.941,9.729
IL,January,2017,2017-01-16 00:00:00,31.112904,71.22581,2.292,1.048
IL,January,2018,2018-01-16 00:00:00,23.751612,69.6129,0.882,2.122
IL,January,2019,2019-01-16 00:00:00,21.880644,79.258064,1.35,11.907001
IL,January,2020,2020-01-16 00:00:00,30.632257,77.48387,2.342,9.15
IL,July,2017,2017-07-16 00:00:00,76.100006,71.29032,3.339,0.0
IL,July,2018,2018-07-16 00:00:00,74.53226,71.6129,2.253,0.0
IL,July,2019,2019-07-16 00:00:00,76.951614,71.90323,1.812,0.0
IL,July,2020,2020-07-16 00:00:00,77.20968,71.58064,4.721,0.0
IL,June,2017,2017-06-15 12:00:00,72.753334,61.8,4.606,0.0
IL,June,2018,2018-06-15 12:00:00,75.45,70.26667,4.259,0.0
IL,June,2019,2019-06-15 12:00:00,70.13333,74.13333,2.39,0.0
IL,June,2020,2020-06-15 12:00:00,72.933334,64.73333,2.458,0.0
IL,March,2017,2017-03-16 00:00:00,41.616127,65.03226,3.312,2.26
IL,March,2018,2018-03-16 00:00:00,37.267742,66.0,2.422,9.066
IL,March,2019,2019-03-16 00:00:00,36.296772,65.741936,4.079,2.923
IL,March,2020,2020-03-16 00:00:00,42.81613,73.258064,3.894,3.8040001
IL,May,2017,2017-05-16 00:00:00,60.409676,70.29032,3.947,0.0
IL,May,2018,2018-05-16 00:00:00,69.70968,69.16129,4.075,0.0
IL,May,2019,2019-05-16 00:00:00,61.906452,76.129036,10.466,0.0
IL,May,2020,2020-05-16 00:00:00,59.37742,72.77419,5.4900002,0.0
IL,November,2017,2017-11-15 12:00:00,41.313335,70.0,2.144,0.523
IL,November,2018,2018-11-15 12:00:00,33.646667,78.13333,1.957,8.875999
IL,November,2019,2019-11-15 12:00:00,35.766666,72.73333,1.791,1.681
IL,November,2020,2020-11-15 12:00:00,46.486668,67.26667,2.16,0.331
IL,October,2017,2017-10-16 00:00:00,57.62581,70.09677,6.504,0.0
IL,October,2018,2018-10-16 00:00:00,53.84839,71.83871,4.791,0.193
IL,October,2019,2019-10-16 00:00:00,52.274193,71.51613,4.779,3.473
IL,October,2020,2020-10-16 00:00:00,51.84839,65.22581,1.753,0.193
IL,September,2017,2017-09-15 12:00:00,69.57,62.0,0.667,0.0
IL,September,2018,2018-09-15 12:00:00,69.66333,72.5,2.32,0.0
IL,September,2019,2019-09-15 12:00:00,71.48333,75.6,5.2809997,0.0
IL,September,2020,2020-09-15 12:00:00,65.84,70.0,2.587,0.0
IN,April,2017,2017-04-15 12:00:00,56.186665,67.7,5.05,0.0
IN,April,2018,2018-04-15 12:00:00,43.539997,63.733334,2.501,2.922
IN,April,2019,2019-04-15 12:00:00,50.85,70.3,6.067,0.138
IN,April,2020,2020-04-15 12:00:00,47.993336,65.566666,2.445,1.268
IN,August,2017,2017-08-16 00:00:00,69.33871,73.451614,2.65,0.0
IN,August,2018,2018-08-16 00:00:00,73.41612,78.83871,4.4030004,0.0
IN,August,2019,2019-08-16 00:00:00,72.12258,71.29032,2.546,0.0
IN,August,2020,2020-08-16 00:00:00,72.69678,68.77419,2.161,0.0
IN,December,2017,2017-12-16 00:00:00,27.425806,70.548386,0.513,7.386
IN,December,2018,2018-12-16 00:00:00,34.545162,77.70968,3.523,1.13
IN,December,2019,2019-12-16 00:00:00,35.554836,76.83871,2.083,3.556
IN,December,2020,2020-12-16 00:00:00,33.25484,70.548386,1.278,1.571
IN,February,2017,2017-02-14 12:00:00,40.357143,66.78571,1.544,2.2319999
IN,February,2018,2018-02-14 12:00:00,34.68214,71.14286,4.486,4.796
IN,February,2019,2019-02-14 12:00:00,31.457142,71.07143,2.856,5.127
IN,February,2020,2020-02-15 00:00:00,31.158619,71.55173,1.788,10.3359995
IN,January,2017,2017-01-16 00:00:00,33.141937,72.741936,4.064,1.212
IN,January,2018,2018-01-16 00:00:00,24.441936,75.58064,1.508,4.383
IN,January,2019,2019-01-16 00:00:00,24.606451,73.03226,1.2080001,11.603
IN,January,2020,2020-01-16 00:00:00,33.8129,73.70968,4.547,3.28
IN,July,2017,2017-07-16 00:00:00,72.870964,78.03226,3.197,0.0
IN,July,2018,2018-07-16 00:00:00,73.741936,72.48387,4.55,0.0
IN,July,2019,2019-07-16 00:00:00,75.354836,75.77419,3.56,0.0
IN,July,2020,2020-07-16 00:00:00,77.65484,68.0,2.22,0.0
IN,June,2017,2017-06-15 12:00:00,70.33667,66.933334,4.858,0.0
IN,June,2018,2018-06-15 12:00:00,72.846664,74.73333,4.753,0.0
IN,June,2019,2019-06-15 12:00:00,69.12667,74.2,5.511,0.0
IN,June,2020,2020-06-15 12:00:00,72.78667,60.8,3.9029999,0.0
IN,March,2017,2017-03-16 00:00:00,40.909676,64.90323,3.968,1.9030001
IN,March,2018,2018-03-16 00:00:00,35.864517,64.70968,2.838,3.39
IN,March,2019,2019-03-16 00:00:00,35.696774,65.48387,2.929,2.949
IN,March,2020,2020-03-16 00:00:00,43.45806,72.58064,5.241,3.2529998
IN,May,2017,2017-05-16 00:00:00,59.748386,70.3871,7.713,0.0
IN,May,2018,2018-05-16 00:00:00,68.229034,71.16129,3.6890001,0.0
IN,May,2019,2019-05-16 00:00:00,61.925804,76.870964,5.308,0.0
IN,May,2020,2020-05-16 00:00:00,59.235485,67.80645,4.419,0.0
IN,November,2017,2017-11-15 12:00:00,41.963333,71.13333,6.157,0.028
IN,November,2018,2018-11-15 12:00:00,36.42667,76.4,3.411,4.686
IN,November,2019,2019-11-15 12:00:00,36.52667,72.96667,1.579,3.224
IN,November,2020,2020-11-15 12:00:00,46.40667,66.76667,2.881,0.937
IN,October,2017,2017-10-16 00:00:00,57.71613,70.67742,3.5,0.0
IN,October,2018,2018-10-16 00:00:00,54.4,73.129036,3.069,0.0
IN,October,2019,2019-10-16 00:00:00,55.825806,67.258064,3.7530003,0.661
IN,October,2020,2020-10-16 00:00:00,53.29355,68.51613,3.7810001,0.0
IN,September,2017,2017-09-15 12:00:00,66.71,70.9,2.3669999,0.0
IN,September,2018,2018-09-15 12:00:00,68.78,77.8,5.061,0.0
IN,September,2019,2019-09-15 12:00:00,71.1,70.566666,3.161,0.0
IN,September,2020,2020-09-15 12:00:00,65.666664,67.5,1.939,0.0
KS,April,2017,2017-04-15 12:00:00,56.086666,66.433334,5.116,0.0
KS,April,2018,2018-04-15 12:00:00,48.82,54.3,0.87100005,2.9490001
KS,April,2019,2019-04-15 12:00:00,56.586666,59.066666,2.222,0.0
KS,April,2020,2020-04-15 12:00:00,54.64,50.3,0.641,0.552
KS,August,2017,2017-08-16 00:00:00,74.99032,65.548386,2.134,0.0
KS,August,2018,2018-08-16 00:00:00,77.47419,66.064514,3.23,0.0
KS,August,2019,2019-08-16 00:00:00,78.32581,69.935486,4.732,0.0
KS,August,2020,2020-08-16 00:00:00,77.85161,62.967743,1.302,0.0
KS,December,2017,2017-12-16 00:00:00,34.696774,54.225807,0.091,0.469
KS,December,2018,2018-12-16 00:00:00,34.00645,70.16129,2.744,2.15
KS,December,2019,2019-12-16 00:00:00,36.677418,62.19355,1.296,2.122
KS,December,2020,2020-12-16 00:00:00,36.945164,60.774193,0.42200002,1.517
KS,February,2017,2017-02-14 12:00:00,42.603573,57.92857,0.32,0.386
KS,February,2018,2018-02-14 12:00:00,32.107143,52.785713,0.091000006,3.775
KS,February,2019,2019-02-14 12:00:00,25.949999,66.78571,0.111,7.854
KS,February,2020,2020-02-15 00:00:00,35.151726,60.689655,1.13,3.088
KS,January,2017,2017-01-16 00:00:00,33.038708,61.419353,1.7260001,0.938
KS,January,2018,2018-01-16 00:00:00,30.85484,55.225807,0.138,3.087
KS,January,2019,2019-01-16 00:00:00,29.95484,66.6129,0.3,7.387
KS,January,2020,2020-01-16 00:00:00,33.02258,67.51613,0.783,3.637
KS,July,2017,2017-07-16 00:00:00,82.922585,56.387096,1.036,0.0
KS,July,2018,2018-07-16 00:00:00,80.25162,64.96774,2.563,0.0
KS,July,2019,2019-07-16 00:00:00,81.870964,56.70968,1.45,0.0
KS,July,2020,2020-07-16 00:00:00,80.977425,66.6129,4.318,0.0
KS,June,2017,2017-06-15 12:00:00,77.34334,58.2,1.6800001,0.0
KS,June,2018,2018-06-15 12:00:00,80.37,59.233334,4.337,0.0
KS,June,2019,2019-06-15 12:00:00,74.246666,64.96667,2.5609999,0.0
KS,June,2020,2020-06-15 12:00:00,81.32333,49.9,1.918,0.0
KS,March,2017,2017-03-16 00:00:00,49.616127,53.903225,1.823,0.578
KS,March,2018,2018-03-16 00:00:00,47.093548,53.967743,0.97300005,0.606
KS,March,2019,2019-03-16 00:00:00,37.48387,72.258064,1.72,2.6469998
KS,March,2020,2020-03-16 00:00:00,48.17097,64.548386,1.131,0.635
KS,May,2017,2017-05-16 00:00:00,63.532257,65.935486,4.685,0.0
KS,May,2018,2018-05-16 00:00:00,72.8,61.48387,4.1809998,0.0
KS,May,2019,2019-05-16 00:00:00,62.103226,73.67742,8.667,0.0
KS,May,2020,2020-05-16 00:00:00,63.512905,60.51613,3.843,0.11
KS,November,2017,2017-11-15 12:00:00,46.993336,61.866665,0.229,0.0
KS,November,2018,2018-11-15 12:00:00,36.67,73.5,0.985,9.233
KS,November,2019,2019-11-15 12:00:00,42.07333,57.8,0.52,4.381
KS,November,2020,2020-11-15 12:00:00,49.98,55.0,1.5040001,0.992
KS,October,2017,2017-10-16 00:00:00,58.448387,60.548386,2.269,0.22
KS,October,2018,2018-10-16 00:00:00,53.509678,73.129036,6.749,1.02
KS,October,2019,2019-10-16 00:00:00,52.109676,57.096775,3.114,0.469
KS,October,2020,2020-10-16 00:00:00,55.554836,51.19355,0.316,0.358
KS,September,2017,2017-09-15 12:00:00,73.329994,59.533333,1.028,0.0
KS,September,2018,2018-09-15 12:00:00,70.13,74.26667,4.552,0.0
KS,September,2019,2019-09-15 12:00:00,77.34,62.2,1.473,0.0
KS,September,2020,2020-09-15 12:00:00,68.62333,60.666668,1.432,0.0
KY,April,2017,2017-04-15 12:00:00,60.326668,72.0,3.2350001,0.0
KY,April,2018,2018-04-15 12:00:00,49.233334,69.333336,5.26,1.3510001
KY,April,2019,2019-04-15 12:00:00,57.17,70.933334,4.415,0.0
KY,April,2020,2020-04-15 12:00:00,51.59,71.4,6.0889997,0.055
KY,August,2017,2017-08-16 00:00:00,71.91936,77.064514,3.936,0.0
KY,August,2018,2018-08-16 00:00:00,74.77419,78.67742,4.987,0.0
KY,August,2019,2019-08-16 00:00:00,75.67742,68.51613,1.7199999,0.0
KY,August,2020,2020-08-16 00:00:00,74.36774,76.354836,5.064,0.0
KY,December,2017,2017-12-16 00:00:00,35.07742,65.67742,2.348,0.496
KY,December,2018,2018-12-16 00:00:00,39.79032,77.548386,5.025,0.882
KY,December,2019,2019-12-16 00:00:00,41.632256,76.51613,6.649,0.275
KY,December,2020,2020-12-16 00:00:00,37.029034,73.354836,3.184,1.766
KY,February,2017,2017-02-14 12:00:00,45.864285,67.5,2.05,0.0
KY,February,2018,2018-02-14 12:00:00,44.774998,75.39286,7.264,3.914
KY,February,2019,2019-02-14 12:00:00,41.62143,75.0,8.428,1.296
KY,February,2020,2020-02-15 00:00:00,39.0,72.034485,5.4639997,2.923
KY,January,2017,2017-01-16 00:00:00,40.929035,75.548386,4.566,1.654
KY,January,2018,2018-01-16 00:00:00,30.338709,64.741936,1.879,3.116
KY,January,2019,2019-01-16 00:00:00,34.18387,69.80645,4.374,2.398
KY,January,2020,2020-01-16 00:00:00,39.97742,72.3871,4.34,0.41399997
KY,July,2017,2017-07-16 00:00:00,75.67742,77.3871,3.85,0.0
KY,July,2018,2018-07-16 00:00:00,75.71935,74.32258,3.675,0.0
KY,July,2019,2019-07-16 00:00:00,77.074196,75.258064,4.62,0.0
KY,July,2020,2020-07-16 00:00:00,78.02581,77.19355,5.221,0.0
KY,June,2017,2017-06-15 12:00:00,71.026665,72.86667,4.571,0.0
KY,June,2018,2018-06-15 12:00:00,74.44666,75.933334,5.247,0.0
KY,June,2019,2019-06-15 12:00:00,71.03667,76.8,6.451,0.0
KY,June,2020,2020-06-15 12:00:00,72.12,70.8,4.034,0.0
KY,March,2017,2017-03-16 00:00:00,46.496777,64.258064,3.183,0.799
KY,March,2018,2018-03-16 00:00:00,41.33871,70.19355,4.976,14.055
KY,March,2019,2019-03-16 00:00:00,42.132256,64.41936,2.77,2.5630002
KY,March,2020,2020-03-16 00:00:00,50.97742,72.16129,5.237,0.0
KY,May,2017,2017-05-16 00:00:00,63.887096,77.3871,6.833,0.0
KY,May,2018,2018-05-16 00:00:00,70.19678,79.03226,4.983,0.0
KY,May,2019,2019-05-16 00:00:00,67.75162,76.03226,3.544,0.0
KY,May,2020,2020-05-16 00:00:00,60.748386,77.19355,7.3129997,0.0
KY,November,2017,2017-11-15 12:00:00,46.52,74.066666,2.6629999,0.0
KY,November,2018,2018-11-15 12:00:00,41.4,78.3,4.643,1.103
KY,November,2019,2019-11-15 12:00:00,40.853333,72.833336,4.029,0.882
KY,November,2020,2020-11-15 12:00:00,49.82333,68.26667,2.122,1.378
KY,October,2017,2017-10-16 00:00:00,58.6871,73.70968,4.032,0.0
KY,October,2018,2018-10-16 00:00:00,58.203228,75.80645,2.516,0.0
KY,October,2019,2019-10-16 00:00:00,59.580647,73.548386,7.225,0.0
KY,October,2020,2020-10-16 00:00:00,57.787098,74.83871,3.355,0.0
KY,September,2017,2017-09-15 12:00:00,66.78333,78.23333,4.335,0.0
KY,September,2018,2018-09-15 12:00:00,71.76667,84.166664,8.965,0.0
KY,September,2019,2019-09-15 12:00:00,75.49333,62.333332,0.571,0.0
KY,September,2020,2020-09-15 12:00:00,68.0,73.73333,3.134,0.0
LA,April,2017,2017-04-15 12:00:00,69.12333,73.833336,5.506,0.0
LA,April,2018,2018-04-15 12:00:00,62.603333,71.53333,4.968,0.0
LA,April,2019,2019-04-15 12:00:00,65.12667,77.26667,10.779,0.0
LA,April,2020,2020-04-15 12:00:00,66.42667,74.3,5.711,0.0
LA,August,2017,2017-08-16 00:00:00,79.52903,85.48387,12.469,0.0
LA,August,2018,2018-08-16 00:00:00,83.03226,71.6129,3.056,0.0
LA,August,2019,2019-08-16 00:00:00,82.75484,80.19355,3.605,0.0
LA,August,2020,2020-08-16 00:00:00,82.63871,70.80645,3.355,0.0
LA,December,2017,2017-12-16 00:00:00,50.532257,74.70968,3.504,0.165
LA,December,2018,2018-12-16 00:00:00,52.30645,81.258064,8.453,0.0
LA,December,2019,2019-12-16 00:00:00,53.825806,78.741936,3.1160002,0.0
LA,December,2020,2020-12-16 00:00:00,50.49355,79.29032,5.988,0.0
LA,February,2017,2017-02-14 12:00:00,60.975002,76.78571,2.1690001,0.0
LA,February,2018,2018-02-14 12:00:00,60.375,84.60714,12.3359995,0.0
LA,February,2019,2019-02-14 12:00:00,57.44643,81.0,4.493,0.0
LA,February,2020,2020-02-15 00:00:00,53.782757,77.55173,6.96,0.0
LA,January,2017,2017-01-16 00:00:00,56.335484,76.548386,5.13,0.0
LA,January,2018,2018-01-16 00:00:00,43.65484,68.645164,4.64,0.93700004
LA,January,2019,2019-01-16 00:00:00,48.619354,76.70968,5.35,0.0
LA,January,2020,2020-01-16 00:00:00,54.13871,79.09677,6.281,0.0
LA,July,2017,2017-07-16 00:00:00,81.187096,82.09677,5.0230002,0.0
LA,July,2018,2018-07-16 00:00:00,84.05807,70.548386,3.951,0.0
LA,July,2019,2019-07-16 00:00:00,80.57097,80.70968,9.136001,0.0
LA,July,2020,2020-07-16 00:00:00,82.75162,78.064514,5.1,0.0
LA,June,2017,2017-06-15 12:00:00,77.206665,83.333336,7.8650002,0.0
LA,June,2018,2018-06-15 12:00:00,82.57667,72.96667,2.323,0.0
LA,June,2019,2019-06-15 12:00:00,79.24333,77.13333,3.5800002,0.0
LA,June,2020,2020-06-15 12:00:00,79.76,71.8,4.61,0.0
LA,March,2017,2017-03-16 00:00:00,63.538708,75.80645,3.582,0.0
LA,March,2018,2018-03-16 00:00:00,61.132256,72.83871,6.403,0.0
LA,March,2019,2019-03-16 00:00:00,58.109676,70.77419,2.04,0.0
LA,March,2020,2020-03-16 00:00:00,66.83226,80.67742,6.607,0.0
LA,May,2017,2017-05-16 00:00:00,71.84839,76.16129,6.719,0.0
LA,May,2018,2018-05-16 00:00:00,78.90323,67.09677,2.856,0.0
LA,May,2019,2019-05-16 00:00:00,74.92903,81.03226,12.506,0.0
LA,May,2020,2020-05-16 00:00:00,72.70645,74.129036,3.886,0.0
LA,November,2017,2017-11-15 12:00:00,61.166668,75.9,3.877,0.0
LA,November,2018,2018-11-15 12:00:00,54.67,77.666664,6.8,0.0
LA,November,2019,2019-11-15 12:00:00,54.65333,73.5,2.74,0.0
LA,November,2020,2020-11-15 12:00:00,61.406666,73.86667,3.7150002,0.0
LA,October,2017,2017-10-16 00:00:00,70.1129,68.03226,2.625,0.0
LA,October,2018,2018-10-16 00:00:00,70.57097,75.90323,3.395,0.0
LA,October,2019,2019-10-16 00:00:00,69.716125,72.83871,8.025001,0.0
LA,October,2020,2020-10-16 00:00:00,68.03226,76.48387,8.603,0.0
LA,September,2017,2017-09-15 12:00:00,76.729996,73.86667,1.005,0.0
LA,September,2018,2018-09-15 12:00:00,79.416664,82.666664,6.392,0.0
LA,September,2019,2019-09-15 12:00:00,83.776665,64.53333,0.59,0.0
LA,September,2020,2020-09-15 12:00:00,77.543335,74.5,4.915,0.0
MA,April,2017,2017-04-15 12:00:00,49.836666,73.23333,3.792,8.681
